SOURCE,award_id_piid,parent_award_agency_id,parent_award_agency_name,parent_award_id_piid,parent_award_modification_number,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award,base_and_all_options_value,potential_total_value_of_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,period_of_performance_potential_end_date,solicitation_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,foreign_funding,recipient_name,recipient_parent_name,award_type,type_of_contract_pricing,award_description,action_type_code,action_type,solicitation_identifier,product_or_service_code,product_or_service_code_description,dod_claimant_program_code,dod_claimant_program_description,naics_code,naics_description,domestic_or_foreign_entity_code,epa_designated_product,country_of_product_or_service_origin_code,place_of_manufacture,subcontracting_plan_code,subcontracting_plan,extent_competed_code,extent_competed,solicitation_procedures,type_of_set_aside,evaluated_preference,fair_opportunity_limited_sources_code,fair_opportunity_limited_sources,other_than_full_and_open_competition_code,number_of_offers_received,commercial_item_acquisition_procedures_code,commercial_item_acquisition_procedures,fed_biz_opps_code,fed_biz_opps,clinger_cohen_act_planning,materials_supplies_articles_equipment_code,materials_supplies_articles_equipment,parent_award_type_code,parent_award_type,cost_or_pricing_data_code,cost_or_pricing_data,consolidated_contract_code,consolidated_contract,multi_year_contract_code,multi_year_contract,contingency_humanitarian_or_peacekeeping_operation_code,contingency_humanitarian_or_peacekeeping_operation,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size,contracting_officers_determination_of_business_size_code,us_federal_government,federal_agency,us_state_government,us_local_government,city_local_government,county_local_government,municipality_local_government,foreign_government,organizational_type,corporate_entity_not_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,international_organization,us_government_entity,educational_institution,manufacturer_of_goods,receives_contracts,receives_contracts_and_financial_assistance,airport_authority,council_of_governments,housing_authorities_public_tribal,interstate_entity,planning_commission,port_authority,transit_authority,subchapter_scorporation,limited_liability_corporation,foreign_owned,for_profit_organization,nonprofit_organization,other_not_for_profit_organization,the_ability_one_program,private_university_or_college,state_controlled_institution_of_higher_learning,dot_certified_disadvantage,self_certified_small_disadvantaged_business,small_disadvantaged_business,c8a_program_participant,historically_underutilized_business_zone_hubzone_firm,sba_certified_8a_joint_venture,last_modified_date,PALT,ninth
2019,N0018919F0384,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNG15SC38B,18,295022.28,295022.28,295022.28,295022.28,702259.71,702259.71,4/30/2019,2019,2019-04-19T00:00:00Z,2020-04-15T00:00:00Z,2024-04-15T00:00:00Z,4/4/2019,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPT OF THE NAVY,N00189,NAVSUP FLT LOG CTR NORFOLK,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPT OF THE NAVY,N3029A,NCDOC,X,"ZIVARO, INC.",GLOBAL TECHNOLOGY RESOURCES  INC.,DELIVERY ORDER,FIRM FIXED PRICE,SPLUNK ENTERPRISE LICENSE,NA,NA,NA,7030,INFORMATION TECHNOLOGY SOFTWARE,C9E,ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,541519,OTHER COMPUTER RELATED SERVICES,A,MEETS REQUIREMENTS,USA,MFG IN U.S.,C,PLAN REQUIRED - INCENTIVE NOT INCLUDED,A,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,OSA,OTHER STATUTORY AUTHORITY,NA,3,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,A,GWAC,NA,NA,D,NOT CONSOLIDATED,NA,NA,X,NOT APPLICABLE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER THAN SMALL BUSINESS,O,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE NOT TAX EXEMPT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-07-19T18:26:14Z,26,F
2019,FA872619F0082,9700,DEPT OF DEFENSE,FA873213D0017,P00014,1280657.98,1280657.98,1280657.98,1280657.98,1280657.98,1280657.98,3/29/2019,2019,2019-03-29T00:00:00Z,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,3/11/2019,97,DEPARTMENT OF DEFENSE (DOD),5700,DEPT OF THE AIR FORCE,FA8726,FA8726  AFLCMC HNK C3IN,97,DEPARTMENT OF DEFENSE (DOD),5700,DEPT OF THE AIR FORCE,F2BDCK,ESC HNI,X,"IRON BOW TECHNOLOGIES, LLC",NA,DELIVERY ORDER,FIRM FIXED PRICE,SPLUNK 1902,NA,NA,NA,7045,INFORMATION TECHNOLOGY SUPPLIES,A7,ELECTRONICS AND COMMUNICATION EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,A,NOT REQUIRED,USA,MFG IN U.S.,B,PLAN NOT REQUIRED,A,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,FAIR,FAIR OPPORTUNITY GIVEN,NA,5,A,COMMERCIAL ITEM,X,NOT APPLICABLE,NO,X,NOT APPLICABLE,B,IDC,N,NO,D,NOT CONSOLIDATED,N,NO,X,NOT APPLICABLE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER THAN SMALL BUSINESS,O,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-03-29T09:24:20Z,18,F
2019,FA440719FA110,9700,DEPT OF DEFENSE,FA873214D0004,0,76212.2,76212.2,76212.2,76212.2,76212.2,76212.2,7/23/2019,2019,2019-07-23T00:00:00Z,2019-08-26T00:00:00Z,2019-08-26T00:00:00Z,7/10/2019,97,DEPARTMENT OF DEFENSE (DOD),5700,DEPT OF THE AIR FORCE,FA4407,FA4407  375 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),5700,DEPT OF THE AIR FORCE,F3ST95,USTC J6,X,STERLING COMPUTERS CORPORATION,STERLING COMPUTERS CORPORATION,DELIVERY ORDER,FIRM FIXED PRICE,SPLUNK-CLUSTER SERVERS QTY (1)-LO,NA,NA,NA,7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,C9E,ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,334210,TELEPHONE APPARATUS MANUFACTURING,A,MEETS REQUIREMENTS,USA,MFG IN U.S.,B,PLAN NOT REQUIRED,A,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,FAIR,FAIR OPPORTUNITY GIVEN,NA,2,A,COMMERCIAL ITEM,X,NOT APPLICABLE,NO,X,NOT APPLICABLE,B,IDC,N,NO,D,NOT CONSOLIDATED,N,NO,X,NOT APPLICABLE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE NOT TAX EXEMPT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-07-23T10:58:53Z,13,F
2019,N6660419P3349,NA,NA,NA,NA,230651.07,230651.07,230651.07,230651.07,230651.07,230651.07,9/5/2019,2019,2019-09-05T00:00:00Z,2020-09-04T00:00:00Z,2020-09-04T00:00:00Z,8/22/2019,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPT OF THE NAVY,N66604,NUWC DIV NEWPORT,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPT OF THE NAVY,N66604,NUWC DIV NEWPORT,X,"COPPER RIVER ENTERPRISE SERVICES, LLC",ALASKA NATIVE GOVERNMENT SERVICES LLC,PURCHASE ORDER,FIRM FIXED PRICE,SPLUNK ENTERPRISE PERPETUAL LICENSES AND STANDARD SUPPORT,NA,NA,N6660419Q3349,7030,INFORMATION TECHNOLOGY SOFTWARE,C9E,ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,511210,SOFTWARE PUBLISHERS,A,NOT REQUIRED,USA,MFG IN U.S.,B,PLAN NOT REQUIRED,F,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,NA,NA,NA,5,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,NA,NA,NA,NA,D,NOT CONSOLIDATED,NA,NA,X,NOT APPLICABLE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE TAX EXEMPT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2019-09-05T15:05:41Z,14,P
2019,70CTD019FR0000151,7001,OFFICE OF PROCUREMENT OPERATIONS,HSHQDC13D00018,P00007,525191.52,525191.52,525191.52,525191.52,525191.52,525191.52,7/25/2019,2019,2019-07-25T15:08:07Z,2020-09-14T00:00:00Z,2020-09-14T00:00:00Z,6/28/2019,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CTD0,INFORMATION TECHNOLOGY DIVISION,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CTD0,INFORMATION TECHNOLOGY DIVISION,X,VETERAN TECHNOLOGY PARTNERS II LLC,VETERAN TECHNOLOGY PARTNERS II LLC,DELIVERY ORDER,FIRM FIXED PRICE,"AMB #16434 - NEW AWARD FOR ANNUAL SPLUNK LICENSE RENEWAL IN THE AMOUNT OF $525,191.52.  POP 9/15/19 - 9/14/20. (FY18 CONTRACT#70CTD018FR0000145). ACOR/POC: EBONY SMITH, 202-732-2827, EBONY.SMITH@ICE.DHS.GOV.",NA,NA,NA,7050,INFORMATION TECHNOLOGY COMPONENTS,NA,NA,541519,OTHER COMPUTER RELATED SERVICES,A,NOT REQUIRED,USA,MFG IN U.S.,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,FAIR,FAIR OPPORTUNITY GIVEN,NA,2,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,B,IDC,N,NO,D,NOT CONSOLIDATED,Y,YES,X,NOT APPLICABLE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PARTNERSHIP,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2019-07-25T15:08:10Z,27,F
2019,HC102819F1408,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNG15SC73B,0,1497308.85,1497308.85,1497308.85,1497308.85,1497308.85,1497308.85,9/26/2019,2019,2019-10-01T00:00:00Z,2020-09-30T00:00:00Z,2020-09-30T00:00:00Z,9/19/2019,97,DEPARTMENT OF DEFENSE (DOD),97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),H98272,DISA COMPUTING SERVICES LOGISTICS,X,FOUR LLC,FOUR LLC,DELIVERY ORDER,FIRM FIXED PRICE,SPLUNK SOFTWARE SUPPORT,NA,NA,NA,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,A7,ELECTRONICS AND COMMUNICATION EQUIPMENT,541519,OTHER COMPUTER RELATED SERVICES,A,NOT REQUIRED,USA,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,CSA,COMPETITIVE SET ASIDE,NA,4,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,A,GWAC,NA,NA,D,NOT CONSOLIDATED,NA,NA,X,NOT APPLICABLE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PARTNERSHIP,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2019-09-26T15:30:12Z,7,F
2019,80NSSC19F1541,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNG15SC85B,17,3.43E+05,3.43E+05,3.43E+05,3.43E+05,3.43E+05,3.43E+05,9/25/2019,2019,2019-09-27T00:00:00Z,2020-09-26T00:00:00Z,2020-09-26T00:00:00Z,7/1/2016,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,X,RED RIVER TECHNOLOGY LLC,RED RIVER COMPUTER CO.  INC.,DELIVERY ORDER,FIRM FIXED PRICE,"THIS DELIVERY ORDER IS FOR SPLUNK PROFESSIONAL SERVICE PER THE ATTACHED STATEMENT OF WORK AND QUOTE # OP-0022390-1, DATED 08/28/2019...THE PERIOD OF PERFORMANCE IS 09/27/2019 THROUGH 09/26/2020.",NA,NA,NA,D311,IT AND TELECOM- DATA CONVERSION,NA,NA,541519,OTHER COMPUTER RELATED SERVICES,A,NOT REQUIRED,USA,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,FOO,FOLLOW-ON ACTION FOLLOWING COMPETITIVE INITIAL ACTION,NA,1,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,A,GWAC,NA,NA,D,NOT CONSOLIDATED,NA,NA,X,NOT APPLICABLE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE NOT TAX EXEMPT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-25T14:21:42Z,1181,F
2019,FA872619F0120,9700,DEPT OF DEFENSE,FA873213D0029,0,307038,307038,307038,307038,307038,307038,6/19/2019,2019,2019-06-19T00:00:00Z,2020-05-31T00:00:00Z,2020-05-31T00:00:00Z,5/24/2019,97,DEPARTMENT OF DEFENSE (DOD),5700,DEPT OF THE AIR FORCE,FA8726,FA8726  AFLCMC HNK C3IN,97,DEPARTMENT OF DEFENSE (DOD),5700,DEPT OF THE AIR FORCE,F2BDCK,ESC HNI,X,BLUE TECH INC.,BLUE TECH INC.,DELIVERY ORDER,FIRM FIXED PRICE,SPLUNK SOFTWARE PRODUCT SUPPORT 1903,NA,NA,NA,7045,INFORMATION TECHNOLOGY SUPPLIES,A7,ELECTRONICS AND COMMUNICATION EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,A,NOT REQUIRED,USA,MFG IN U.S.,B,PLAN NOT REQUIRED,A,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,FAIR,FAIR OPPORTUNITY GIVEN,NA,4,A,COMMERCIAL ITEM,X,NOT APPLICABLE,NO,X,NOT APPLICABLE,B,IDC,W,NOT OBTAINED - WAIVED,D,NOT CONSOLIDATED,N,NO,X,NOT APPLICABLE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE NOT TAX EXEMPT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2019-07-09T19:47:06Z,26,F
2019,28321319FDX030387,4732,FEDERAL ACQUISITION SERVICE,GS35F0119Y,PW1534,750500,750500,750500,750500,750500,750500,7/24/2019,2019,2019-07-24T00:00:00Z,2020-07-29T00:00:00Z,2020-07-29T00:00:00Z,7/11/2019,28,SOCIAL SECURITY ADMINISTRATION (SSA),2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION  GRANTS,28,SOCIAL SECURITY ADMINISTRATION (SSA),2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION  GRANTS,X,CARAHSOFT TECHNOLOGY CORP.,CARAHSOFT TECHNOLOGY CORPORATION,DELIVERY ORDER,FIRM FIXED PRICE,OIS NEED SPLUNK CONTRACTING RESOURCES TO SUPPORT THE GROWING NEED TO INGEST AND ANALYZE DATA FROM VARIOUS SOURCES AS WELL AS MAINTAIN AND SUPPORT THE EXPANDING SECURITY INFORMATION AND EVENT MANAGEMENT SIEM INFRASTRUCTURE.,NA,NA,28321319Q00000482,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,NA,NA,511210,SOFTWARE PUBLISHERS,A,NOT REQUIRED,USA,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,A,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,ONE,ONLY ONE SOURCE - OTHER,NA,1,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,C,FSS,NA,NA,D,NOT CONSOLIDATED,NA,NA,X,NOT APPLICABLE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER THAN SMALL BUSINESS,O,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE NOT TAX EXEMPT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-07-24T12:48:54Z,13,F
2019,N0018919FQ282,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNG15SD19B,12,376320,376320,376320,376320,763929.93,763929.93,9/27/2019,2019,2019-09-27T00:00:00Z,2020-06-26T00:00:00Z,2021-03-26T00:00:00Z,9/9/2019,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPT OF THE NAVY,N00189,NAVSUP FLT LOG CTR NORFOLK,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPT OF THE NAVY,N00367,NAVSUP BUSINESS SYSTEMS CENTER,X,ALVAREZ LLC,ALVAREZ LLC,DELIVERY ORDER,FIRM FIXED PRICE,SPLUNK CSS,NA,NA,N0018919RQ050,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",S1,SERVICES,541519,OTHER COMPUTER RELATED SERVICES,A,NOT REQUIRED,USA,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,CSA,COMPETITIVE SET ASIDE,NA,4,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,A,GWAC,NA,NA,D,NOT CONSOLIDATED,NA,NA,X,NOT APPLICABLE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PARTNERSHIP,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-27T07:39:00Z,18,F
2019,2032H519F00575,4732,FEDERAL ACQUISITION SERVICE,GS35F0119Y,PW1534,349776,349776,1000000000,1000000000,1000000000,1000000000,8/19/2019,2019,2019-08-19T16:25:39Z,2020-08-19T16:25:39Z,2020-08-19T16:25:39Z,7/1/2017,20,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,20,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H9,CHIEF INFORMATION OFFICER,X,CARAHSOFT TECHNOLOGY CORP.,CARAHSOFT TECHNOLOGY CORPORATION,DELIVERY ORDER,FIRM FIXED PRICE,THE PURPOSE OF THIS REQUIREMENT IS TO PURCHASE BRAND NAME SPLUNK SUPPORT.,NA,NA,NA,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,NA,NA,511210,SOFTWARE PUBLISHERS,A,NOT REQUIRED,USA,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,A,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NA,NO PREFERENCE USED,FAIR,FAIR OPPORTUNITY GIVEN,NA,4,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,C,FSS,NA,NA,D,NOT CONSOLIDATED,NA,NA,X,NOT APPLICABLE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER THAN SMALL BUSINESS,O,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE NOT TAX EXEMPT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-19T16:25:45Z,779,F
2019,70SBUR19F00000485,7001,OFFICE OF PROCUREMENT OPERATIONS,HSHQDC12D00014,0,493350,493350,493350,493350,493350,493350,9/17/2019,2019,2019-09-17T00:00:00Z,2020-04-30T00:00:00Z,2020-04-30T00:00:00Z,9/12/2019,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7003,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,70SBUR,USCIS CONTRACTING OFFICE(ERBUR),70,DEPARTMENT OF HOMELAND SECURITY (DHS),7003,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,70SC1S,US CITIZENSHIP  IMMIGRATION SVCS,X,"ANACAPA MICRO PRODUCTS, INC.",ANACAPA MICRO PRODUCTS INC.,DELIVERY ORDER,FIRM FIXED PRICE,SPLUNK,NA,NA,70SBUR19Q00000415,7030,INFORMATION TECHNOLOGY SOFTWARE,NA,NA,541519,OTHER COMPUTER RELATED SERVICES,A,NOT REQUIRED,USA,MFG IN U.S.,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,HUBZONE SET-ASIDE,NO PREFERENCE USED,CSA,COMPETITIVE SET ASIDE,NA,4,A,COMMERCIAL ITEM,Y,YES,NO,X,NOT APPLICABLE,B,IDC,N,NO,D,NOT CONSOLIDATED,Y,YES,X,NOT APPLICABLE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SMALL BUSINESS,S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CORPORATE NOT TAX EXEMPT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2019-09-18T17:49:35Z,5,F
